,DPR412_classification,construction_year,degree_days,floors,net_area,heat_loss_surface,heated_usable_area,cooled_usable_area,heated_gross_volume,cooled_gross_volume,total_opaque_surface,total_glazed_surface,average_opaque_surface_transmittance,average_glazed_surface_transmittance,yie,Cm,surface_to_volume_ratio,Asol,system_type,energy_vectors_used,nominal_power,installation_year,EPh,QHnd,QHimp,total_effective_ventilation_flow,ventilation_type,air_changes,EPv,EPc,EPl,EPt,EPgl,EPw,Interfloor,system_performance,corridor,aereo,theoric_nominal_power,Area_check,air_changes_max
891,6,1972,3209,0.0,344.74,844.71,344.74,0.0,1426.3,0.0,781.22,76.83,1.7456,4.9833,0.3289,216596.7,0.5922,28.08,31,"
						",146.56,2018.0,728.1244,183957.11,183957.11,0.0,0,5.4709,0.0,0.0,24.9879,0.0,852.1687,99.0564,4.1373208795033936,0.733,2659.7457610881224,11.491333333333333,34.93129142,True,14.357117016055529
894,13,1990,2975,1.0,620.13,2169.49,620.13,0.0,3092.13,0.0,1991.16,178.33,1.1385,3.0205,0.4509,357966.0,0.7016,85.92,1,"
						",79.7,2017.0,477.8432,204853.9,204853.9,0.0,0,0.9567,0.0,0.0,46.0391,0.0,523.8822,0.0,4.986260945285666,0.691,5479.010178184694,20.671,56.11162850000001,True,11.912733940681665
895,13,1990,3012,,559.4,2097.5,559.4,0.0,2361.07,0.0,1921.24,222.14,0.9639,3.8425,0.4285,356763.7,0.8884,68.97,1,"
						",91.27,2015.0,371.3288,162702.28,162132.81,0.0,0,0.5391,0.0,0.0,46.3719,0.0,425.8532,8.1524,4.2207186271004655,0.781,4370.620605493706,18.646666666666665,54.10912372,True,14.073432808006539
896,13,1950,3012,,1040.85,1910.95,1040.85,0.0,4727.42,0.0,1699.21,259.99,1.3216,3.2235,0.1828,459678.2,0.4042,88.73,1,"
						",219.18,2020.0,289.1198,224516.25,216607.23,1368.71,1,0.9603,2.7156,0.0,35.6327,2.9409,331.6821,1.273,4.541884037085075,0.72,8567.99301645234,34.695,61.67507402,True,13.078273138413763
897,13,1970,2537,4.0,9471.148,14511.33,9471.15,98.71,36713.88,354.27,13346.24,1165.09,0.9788,2.8044,0.6499,3345320.0,0.3953,586.26,1,"
						",2502.16,2000.0,173.3269,1328457.83,1328112.07,0.0,0,1.1146,0.0,0.0074,44.915,0.0,218.5518,0.3025,3.8763909345749985,0.809,69447.58428908279,315.705,326.61356215999996,True,15.323531863153661
898,13,1975,2743,0.0,331.609,1126.46,331.61,0.0,1871.66,0.0,1078.29,48.17,1.7082,2.6983,0.2096,129142.05,0.6018,22.65,0,,141.8,2004.0,837.0687,169231.84,169191.26,4146.6369,0,4.08,0.0,0.0,26.6653,0.0,873.5968,9.8629,5.644160308796478,0.61,3229.68217084887,11.053666666666667,39.43824178,True,10.524151822446385
899,8,1700,2939,0.0,123.01,337.3,123.01,123.01,527.75,527.75,232.97,18.79,0.8974,4.5992,0.1043,23687.59,0.6391,0.03,1,,24.0,2011.0,332.957,31516.58,31193.03,2781.45,0,2.78,0.0,5.8267,58.7819,0.0,486.43,88.8632,4.2903016014958135,0.762,982.5824551920845,4.100333333333333,5.9097249199999995,True,13.845180483183327
900,11,1995,2665,0.0,1511.08,4239.83,1511.08,0.0,13858.78,0.0,3998.78,241.05,0.4889,3.5793,0.137,699573.4,0.3059,82.9,1,"
						",280.6,2022.0,303.3285,357793.66,356929.87,0.0,0,0.4674,0.0,0.0,16.8504,0.0,327.2878,7.1089,9.171440294359002,0.779,21774.037421658268,50.36933333333333,56.35587614,True,6.476627235586394
901,13,1965,2710,1.0,1907.17,4676.78,1907.17,0.0,8232.0,0.0,4367.61,309.17,0.8437,4.4249,0.1643,589897.35,0.5681,0.01,0,,233.0,2006.0,339.33,529814.23,953495.54,2.0923,0,1.25381947082429,0.0,0.0,24.09,0.0,364.04,0.62,4.316343063282245,1.473,15113.758564073567,63.57233333333333,101.0599778,True,13.761649416909624
904,4,1900,2478,0.0,2039.69,3282.18,2039.69,194.6,8556.24,962.12,3132.11,216.42,1.0486,3.2763,0.25,552335.4,0.3836,66.87,1,"
						",228.58,2022.0,134.76,207732.35,204373.85,498.3137,1,0.4041,0.5404,3.9888,36.9741,0.3908,176.6543,0.0,4.194872750270874,0.744,15832.327176390347,67.98966666666666,79.86774783999999,True,14.160143474236346
905,13,2005,2528,,649.5401,2208.08,649.54,0.0,3504.4,0.0,2024.02,184.06,0.4516,2.6789,0.3899,364332.3,0.6301,18.18,19,"
						",172.0,2010.0,213.5994,106249.8,106048.99,0.0,0,0.8409,0.0,0.0,33.2748,0.0,261.0988,14.2246,5.395202758875512,0.764,6093.538011377402,21.651333333333334,28.14251532,True,11.00978084693528
907,4,1900,2712,0.0,124.78,127.02,124.78,84.3,456.12,319.9,108.87,18.15,1.2024,3.3276,0.0293,27404.09,0.2785,0.03,1,,25.0,2010.0,101.93,10746.55,10746.55,241.7674,0,1.03164814986814,0.0,2.94,263.04,0.0,369.01,1.1,3.6553934925468825,0.845,888.9992037334546,4.1593333333333335,3.82602456,True,16.24996053670087
908,13,2003,2930,1.0,461.47,1510.09,461.47,0.0,2197.57,0.0,1440.75,69.34,0.1947,1.1053,0.0074,249163.1,0.6872,14.44,1,"
						",31.8,2022.0,41.9795,39205.42,15551.2,3688.4377,1,2.016,0.2604,0.0,14.4189,0.0,60.3688,3.7101,4.762108046026827,0.803,3942.4426807272284,15.382333333333333,7.1431105399999995,True,12.473467511842626
911,13,1974,2997,0.0,1753.02,3462.04,2042.89,0.0,9142.92,0.0,3070.65,431.13,1.3683,4.3366,0.2784,598640.2,0.3787,177.01,1,"
						",287.43,2018.0,303.1468,474442.48,473390.54,0.0,0,1.5228,0.0,0.0,19.0028,0.0,352.5735,30.4239,4.475483261458033,0.764,16622.32993815647,68.09633333333333,121.42417506000001,True,13.272309721620665
912,11,2001,2910,,1237.6,4230.68,1237.6,0.0,11900.68,0.0,3990.3,240.38,0.612,3.7462,0.3571,698061.0,0.3555,79.89,2,"
						",819.61,2012.0,324.9391,318631.87,318387.69,0.0,0,1.2019,0.0,0.0,24.4897,0.0,361.0992,11.6705,9.615934065934066,0.792,18573.090902972992,41.25333333333333,66.85150311999999,True,6.1772470144563165
913,13,1934,2617,0.0,6796.611,10422.35,6796.61,1512.99,42503.39,10364.61,8915.85,1506.5,1.2541,4.6069,0.0854,1719693.0,0.2452,591.49,1,"
						",1698.0,2022.0,246.5283,1211870.89,1188985.08,12353.6904,1,0.64,2.4825,8.5504,44.7056,0.7398,306.319,3.3123,6.253616140987934,0.71,71389.59239881056,226.55366666666666,362.43324670000004,True,9.498504331066298
916,4,1963,2614,1.0,1086.98,2149.38,1086.98,1086.98,5592.64,5592.64,1688.09,264.7,1.3891,4.9343,0.579,188079.41,0.3843,0.12,1,,88.3,2012.0,448.8967,496582.29,496555.92,16694.05,0,0.54,0.0,144.3437,2.2446,0.0,628.96,33.469,5.145117665458426,1.018,9823.198918887847,36.23266666666667,73.02070058000001,True,11.544925473479429
918,4,1900,2775,0.0,270.47,960.8,270.47,270.47,1380.65,1380.65,925.04,48.28,1.1118,2.606,0.2003,235217.6,0.6959,17.11,1,"
						",28.0,2016.0,388.2012,74773.81,74760.87,0.0,0,0.64,0.0,0.0,38.8252,0.0,429.7492,2.7228,5.104632676452102,0.712,2441.150564696023,9.015666666666668,23.085543039999994,True,11.636488610437114
919,4,1980,3066,0.0,851.86,1938.19,851.86,0.0,3657.12,0.0,1777.79,262.06,0.9288,1.613,0.6018,489252.6,0.53,20.92,1,"
						",110.9,2017.0,262.9626,171931.12,171884.87,0.0,0,3.7659,0.0,0.0,37.0612,1.2599,309.9178,8.634,4.293099805132298,0.767,6731.434183136326,28.395333333333333,41.478282639999996,True,13.836156319726998
921,13,1970,2634,,4437.72,7730.35,4437.72,522.89,22053.29,1874.1,6883.93,846.42,1.0919,2.5535,0.322,1275509.0,0.3505,244.87,1,"
						",2887.76,2021.0,214.375,694610.45,595824.35,171972.3594,2,8.0,7.8926,0.0,44.6589,1.0166,269.7206,1.7775,4.969509117294466,0.626,39017.15472890227,147.924,193.55793274,True,11.952890838509811
925,4,1920,2724,0.0,278.82,518.5,278.82,0.0,1012.63,0.0,482.55,46.29,1.4636,2.6173,0.4215,157142.8,0.512,5.28,0,"
						",22.93,2006.0,173.939,27950.86,27926.76,0.0,0,0.64,0.0,0.0,60.7916,0.0,243.074,8.3434,3.631841331324869,0.576,1964.098159652889,9.294,16.54829994,True,16.35534005510404
927,4,1983,2685,2.0,1060.8,1672.8,1060.8,564.2,4125.8,2116.1,1685.88,65.72,0.4215,3.5349,0.155,342118.35,0.4054,0.01,1,"
                        ",163.6,2017.0,72.15,508460.58,234750.07,0.4832,0,0.435681672607062,0.0,0.26,116.51,2.21,199.7,8.57,3.889328808446456,3.067,7807.023025185029,35.36,18.85824096,True,15.272558049348003
928,13,1973,2682,0.0,743.2601,2381.27,743.26,0.0,3129.11,0.0,2116.58,264.69,0.7546,1.6429,0.3742,392911.5,0.761,71.03,1,"
						",228.0,2022.0,228.4205,135485.55,134643.09,0.0,0,1.0277,0.0,0.0,30.3587,0.0,270.7552,11.9759,4.2099803568065015,0.793,5792.292421690575,24.775333333333332,40.64060938,True,14.10932948985494
930,4,1960,3040,1.0,227.65,631.9,227.65,0.0,1005.5,0.0,578.94,68.64,0.3553,3.4861,0.1382,127287.6,0.6284,36.3,1,"
						",23.74,2017.0,117.227,21404.0,21391.46,0.0,0,0.4774,0.0,0.0,32.2497,0.0,158.2339,8.7572,4.416867999121458,0.802,1846.2765729896125,7.588333333333334,8.899665720000002,True,13.448443560417704
932,13,1850,2628,0.0,722.16,1615.83,722.16,722.16,3077.9,3077.9,1480.18,135.65,1.4032,2.4645,0.1487,404289.0,0.525,5.49,1,"
						",113.04,2019.0,411.1427,192221.2,192221.2,0.0,0,1.6537,0.0,0.0,14.52,0.0,425.6627,0.0,4.262074886451757,0.647,5678.533821558581,24.072,48.225960019999995,True,13.93687384255499
933,4,1910,2687,,1282.37,2512.49,1282.37,0.0,6598.13,0.0,2212.13,350.15,1.2551,3.4168,0.1975,414559.0,0.3808,63.04,1,"
						",229.62,2010.0,279.1542,235357.24,235162.84,0.0,0,0.7948,0.0,0.0,49.0519,0.0,331.8532,3.6471,5.145262287795255,0.657,11586.440360506796,42.745666666666665,79.45673766000002,True,11.54460097027491
934,4,1930,2559,0.0,661.28,1472.99,661.28,0.0,3032.78,0.0,1147.12,77.76,1.2504,4.41,0.1164,165737.02,0.4857,0.04,1,,113.4,1988.0,234.0818,114536.74,114480.11,1629.08,0,0.43,0.0,0.0,169.804,0.0,411.57,7.6744,4.5862267118316,0.74,5487.675579360301,22.042666666666666,35.545608959999996,True,12.951823739275515
935,13,1960,2629,1.0,1925.8,5463.33,1925.8,0.0,9421.4,0.0,4951.7,511.63,1.1863,5.6226,0.3738,668614.5,0.5799,0.02,0,,328.95,2017.0,458.54,664048.14,664048.14,2.6111,0,1.45229996044562,0.0,0.0,76.78,0.0,535.65,0.33,4.892200643888255,0.752,16741.645594179725,64.19333333333333,175.01785096,True,12.141775107733459
936,13,1850,2617,,5239.42,7910.5,5239.42,0.0,28407.04,0.0,6532.22,1378.28,0.9363,4.0294,0.1028,2152300.0,0.2785,794.99,1,"
						",884.7,2021.0,195.8338,848792.34,848736.48,0.0,0,0.9336,0.0,0.0,44.2862,0.7096,242.6824,1.8528,5.4217909615949855,0.827,49224.08754342742,174.64733333333334,233.39518036,True,10.955789409949084
937,13,1968,2788,0.0,894.7,1864.99,894.7,0.0,3973.94,0.0,2486.28,113.07,0.7568,3.0302,0.6704,203137.75,0.4693,36.55,1,"
						",92.0,2022.0,289.6032,186253.76,186250.24,3558.15,0,1.24,0.0,0.0,11.5086,0.0,309.13,8.0182,4.441645244215938,0.719,7246.960439608617,29.823333333333334,44.48482836,True,13.373422849866884
938,6,1947,2643,,378.39,896.09,378.39,378.39,2004.14,2004.14,744.88,151.21,2.1259,1.6519,1.2061,48248.14,0.4471,23.72,4,"
						",50.0,2023.0,993.8787,219088.19,218946.9,0.0,0,3.5267,0.0,0.0,41.1877,0.0,1038.8887,3.8224,5.296493036285314,0.582,3506.4545178685457,12.613,36.66648382,True,11.214968016206454
939,13,1950,2516,3.0,3325.73,5890.73,3325.73,0.0,20814.66,0.0,5153.9,736.83,0.931,4.155,0.0847,1933254.0,0.283,461.18,1,"
						",935.2,2000.0,284.1871,603809.38,603654.27,0.0,0,0.64,0.0,0.0,50.9801,0.0,336.0315,0.8642,6.258674035474918,0.639,34964.513929083165,110.85766666666667,157.196191,True,9.490828195127857
940,4,1970,2516,1.0,132.4,410.95,132.4,0.0,606.97,0.0,386.16,30.81,0.9626,3.0883,0.5722,83994.5,0.6771,3.89,0,"
						",64.04,2003.0,282.0425,25704.34,25698.09,0.0,0,0.3024,0.0,0.0,57.5126,0.0,347.7703,8.2153,4.584365558912387,0.688,1109.3999183821634,4.413333333333333,9.337362780000001,True,12.957081898611136
941,13,1950,3012,,2256.96,2782.96,2256.96,0.0,9828.02,0.0,2432.26,350.7,1.5415,5.7459,0.0495,565168.54,0.2832,0.02,19,,250.0,2019.0,321.63,430928.83,430928.83,6501.5736,0,0.830166390778098,0.0,0.0,0.0,0.66,322.72,0.44,4.354538848716858,0.594,17998.422376236074,75.232,115.28831840000001,True,13.64093927362785
942,6,1996,3348,0.0,25.3,731.17,218.41,0.0,1130.7,0.0,629.79,101.38,1.2264,3.3224,0.5705,120642.6,0.6467,45.07,31,"
						",43.81,1996.0,1003.9996,138615.73,138400.18,0.0,0,0.64,0.0,0.0,47.4868,0.0,1208.3991,156.9128,5.176960761869878,0.631,1995.5059985646794,7.280333333333333,22.183987359999996,True,11.473913504908463
945,5,1990,3149,,420.97,1325.29,420.97,420.97,1759.87,1759.87,1252.99,72.3,0.9551,4.4074,0.54,205418.2,0.7531,35.89,1,"
						",115.78,2005.0,261.7351,82492.64,82250.72,0.0,0,0.54,0.0,0.0,63.123,0.0,331.4231,6.5651,4.1805116754163,0.746,3269.5048683595824,14.032333333333334,30.307715379999994,True,14.208787012677075
946,7,1699,2617,2.0,801.65,1565.13,801.65,315.45,9146.25,4309.66,1325.62,275.15,0.8381,4.2617,0.0269,588890.8,0.1711,66.0,31,"
						",930.0,1996.0,299.6077,162430.77,164959.35,417.6,1,1.13,1.0578,28.5645,56.8514,0.0,386.0813,0.0,11.4092808582299,0.687,13963.029005365386,26.721666666666668,45.67217753999999,True,5.206287822878228
947,5,1958,2617,0.0,527.77,1001.81,527.77,527.77,2041.03,2041.03,943.34,118.82,1.5832,3.0959,0.3178,240102.2,0.4908,27.78,1,"
						",333.5,2022.0,319.1711,103053.43,103053.43,0.0,0,0.64,0.0,0.0,93.2202,0.0,412.3913,0.0,3.8672717282149423,0.612,3874.431195029606,17.592333333333332,37.22701452,True,15.35966546302602
949,13,1850,2711,,297.87,1243.22,398.04,0.0,2080.65,0.0,1159.39,97.94,1.0497,3.3346,0.2019,254291.2,0.5975,23.34,1,"
						",49.73,2003.0,290.1267,79689.06,79687.54,0.0,0,0.3153,0.0,0.0,37.6125,7.2106,335.1454,0.1956,5.227238468495629,0.69,3650.758924707813,13.268,30.872048140000004,True,11.363552735923871
952,11,1950,2608,0.0,479.621,1534.3,479.62,0.0,3775.18,0.0,1355.73,84.32,1.0556,3.1,0.551,56839.18,0.4064,28.81,0,,239.6,2007.0,361.5963,131018.82,131018.82,17410.4581,0,5.279,0.0,0.0,154.9881,0.0,516.5844,0.0,7.871189691839373,0.755,6094.504576827456,15.987333333333334,33.85001176,True,7.546508510852464
956,13,1970,2717,,522.66,1987.92,522.66,522.66,3856.96,3856.96,1794.75,193.17,1.4345,4.5594,0.838,328006.9,0.5154,114.85,0,"
						",663.0,2007.0,725.9284,270903.94,270175.17,0.0,0,3.44,0.0,0.0,22.5863,0.0,804.1487,55.634,7.379481881146444,0.712,6295.155965023285,17.422,69.10616346,True,8.049345598606156
958,4,1988,2463,3.0,360.2,773.09,360.2,360.2,1349.98,1349.98,187.44,86.98,1.2151,2.8943,0.6122,69061.4,0.5727,0.1,1,,44.03,1997.0,116.8782,35581.13,35563.48,1744.93,0,0.95,0.0,13.7902,117.9273,0.0,253.22,4.644,3.7478622987229318,0.845,2590.2541295318274,12.006666666666666,9.59009116,True,15.849034800515561
960,7,1700,2612,0.0,100.48,661.5,100.48,0.0,1105.1,0.0,515.8,13.48,1.1085,4.5442,0.0558,42919.78,0.5986,5.29,1,"
",30.0,2021.0,547.4852,44031.8,44020.06,586.04,0,0.6,0.0,0.0,140.471,0.0,700.46,12.494,10.998208598726114,0.8,1723.7785017651704,3.3493333333333335,12.660402319999998,True,5.400879558411003
962,12,1980,2617,0.0,102.96,560.78,102.96,0.0,492.72,0.0,529.77,31.0,1.3297,6.3637,0.4412,92528.7,1.1381,4.11,1,"
						",95.99,2016.0,1006.6727,72530.34,72390.67,0.0,0,3.44,0.0,0.0,117.9388,0.0,1203.2343,78.6228,4.785547785547786,0.698,893.9975735892016,3.432,18.034197380000002,True,12.412372138334145
963,12,1974,2617,0.0,112.93,346.41,112.93,0.0,469.08,0.0,298.01,48.4,1.3984,6.6512,0.3927,57157.65,0.7385,4.62,1,"
						",269.5,2016.0,800.349,64411.32,64376.4,0.0,0,3.44,0.0,0.0,70.2359,0.0,882.9884,12.4035,4.153723545559195,0.712,882.1451241250497,3.7643333333333335,14.77310528,True,14.300422102839603
964,13,1980,2659,0.0,2213.6,4178.53,2213.6,0.0,8602.52,0.0,3679.85,498.68,0.2172,1.3068,0.0417,497050.31,0.4857,0.02,19,,700.0,2000.0,127.47,166165.11,166165.11,6239.2312,0,0.939466780346621,0.0,0.0,24.54,0.0,153.32,1.31,3.886212504517528,0.589,16269.238792552314,73.78666666666666,29.018768879999996,True,15.284804917628787
965,4,1700,2943,0.0,49.73,269.89,49.73,0.0,285.12,0.0,261.48,6.03,1.6055,3.2216,0.468,40776.37,0.9466,0.01,1,,23.8,2010.0,682.41,26435.34,26435.34,67.6366,0,0.773278071626467,0.0,0.0,0.0,0.0,682.41,0.0,5.733360144781822,0.779,504.9156618296943,1.6576666666666666,8.78464776,True,10.360416666666666
967,4,1994,2426,2.0,426.49,703.82,426.49,426.49,1422.74,1422.74,649.82,54.0,0.8761,3.0,0.8988,82685.88,0.4947,0.04,1,,175.0,2022.0,116.93,40199.64,40199.64,612.0044,0,0.531476657254234,0.0,9.42,0.0,0.0,127.87,1.53,3.3359281577528193,0.806,2829.403055791088,14.216333333333333,14.626146040000002,True,17.80613885882171
969,11,2000,2578,3.0,1326.05,3746.49,1326.05,0.0,9353.7,0.0,3596.06,150.43,0.5006,3.2969,0.2005,693324.7,0.4005,94.49,1,"
						",457.74,2017.0,214.5363,227520.92,227288.14,0.0,0,0.64,0.0,0.0,103.9,2.8988,331.3838,10.0486,7.0538064175559,0.799,15360.73002390383,44.20166666666667,45.92280606,True,8.420985278552871
970,13,1970,2781,0.0,1229.32,2443.9,1229.32,0.0,4661.15,0.0,2204.29,382.06,1.6938,2.257,0.5125,625974.4,0.5243,60.49,1,"
						",488.55,2019.0,272.3431,274767.24,274760.76,0.0,0,0.6994,0.0,0.0,29.959,0.0,302.858,0.5559,3.7916490417466564,0.821,8885.003474257022,40.977333333333334,91.91871643999998,True,15.666006886712509
973,13,1990,2815,,727.8901,2221.97,727.89,0.0,3381.31,0.0,2044.76,177.21,1.011,3.3257,0.5889,277745.8,0.6571,35.89,0,"
						",217.18,1991.0,346.5704,153776.71,153770.98,0.0,0,0.7601,0.0,0.0,39.3387,0.0,387.2769,1.3678,4.645358501971452,0.61,6096.623129769481,24.262999999999998,53.13199313999999,True,12.786957126084271
974,11,1950,2516,1.0,708.76,2276.35,708.76,0.0,5377.55,0.0,2165.1,111.25,0.8282,5.2059,0.1657,375598.9,0.4233,76.57,1,"
						",935.2,2000.0,256.031,137136.29,136791.58,0.0,0,3.44,0.0,0.0,103.093,0.0,368.1358,9.0118,7.58726508267961,0.754,8725.727996798427,23.625333333333334,47.4458439,True,7.828907959944583
975,11,1971,2617,0.0,2101.21,5348.22,2101.21,2101.21,7940.19,7940.19,4760.31,451.25,1.58,4.5389,0.52,398870.88,0.6736,0.1,0,,451.51,1991.0,638.1446,860007.24,859658.32,2822.5,0,4.8,0.0,13.8609,0.0178,0.0,665.1075,13.0843,3.778865510824715,0.641,15142.73403839294,70.04033333333334,191.38936850000002,True,15.719003449539622
976,11,1980,2924,0.0,430.13,1397.74,430.13,0.0,2215.12,0.0,1365.26,40.26,0.2825,1.8397,0.0257,32831.68,0.631,0.0,1,"
						",93.75,2003.0,130.1878,38330.68,38330.68,0.0,0,0.4176,0.0,0.0,54.0116,0.0,184.1994,0.0,5.149884918513007,0.685,3899.2241508795696,14.337666666666667,9.195045439999998,True,11.534238325688902
979,13,1980,2815,,10307.61,13613.34,10307.61,0.0,37223.55,0.0,12039.28,1915.46,1.0388,2.6256,0.5607,3582624.0,0.3657,444.08,0,"
						",2418.66,1989.0,170.0989,1221423.98,1367507.32,62153.3984,1,4.5867,8.3972,0.0,44.6356,0.4204,224.3989,0.8468,3.611268761623694,0.78,71935.43682954069,343.58700000000005,350.7127168,True,16.44851267544337
980,5,1875,3128,,5795.97,12320.11,5795.97,1769.93,28545.32,8579.22,11673.37,646.74,0.8194,2.8686,0.2498,2745490.0,0.4316,282.18,1,"
						",1016.4,2000.0,203.3585,820558.66,813035.47,479.1336,2,0.64,1.8288,20.5047,113.0641,8.4706,372.21,24.9832,4.9250289425238565,0.69,50610.671753494236,193.199,228.40795484000003,True,12.060842828176389
981,13,1900,2721,0.0,93.87,1931.5,803.8,0.0,3869.06,0.0,1793.46,236.43,0.719,3.6882,0.4957,506679.3,0.4992,39.38,1,"
						",100.63,2017.0,166.9863,150009.59,142301.29,766.3313,1,2.7894,0.2954,0.0,31.2064,1.8103,208.4608,8.1624,4.8134610599651655,1.06,6911.63821263726,26.793333333333333,43.229977319999996,True,12.340392756897023
982,13,1960,2509,1.0,1117.8,2672.31,1117.8,0.0,6535.4,0.0,2379.0,293.31,1.0691,5.7971,0.6708,321300.0,0.4089,0.02,0,,162.4,2004.0,296.65,237737.03,237737.03,1.1273,0,4.00000000000001,0.0,0.0,89.32,0.0,386.74,0.77,5.846663088208982,0.717,11148.974097791757,37.26,84.87472602,True,10.15964133794412
983,13,1900,2617,,7838.22,13832.71,7838.22,0.0,44938.93,0.0,12053.59,1779.12,1.2525,3.4644,0.1623,2282394.0,0.3078,319.86,1,"
						",1161.08,2021.0,242.1769,1547770.56,1547714.69,0.0,0,0.64,0.0,0.0,41.1405,0.9527,285.5086,1.2385,5.733308072496051,0.815,76888.2025598764,261.274,425.21409606000003,True,10.360510764274984
984,13,1960,2617,0.0,1868.34,3118.67,1868.34,0.0,7939.21,0.0,2779.33,321.01,1.1505,2.1701,0.2438,461778.9,0.3928,0.04,1,,285.0,2007.0,192.74,281002.32,281002.32,7217.7549,0,1.11976094348446,0.0,0.0,40.44,0.97,235.0,0.86,4.2493389854095085,0.78,14639.189722382585,62.278,77.88485932,True,13.978644726616375
987,8,2023,2542,1.0,436.285,1441.12,436.29,436.29,2620.66,2620.66,1367.68,73.43,0.1165,1.0,0.0522,59541.88,0.5499,3.73,4,,137.69,2023.0,18.919,45020.65,6499.95,6925.0351,3,0.9958,85.8169,101.1926,21.9768,0.0,356.8194,128.9141,6.0066927960760035,0.787,4455.837365209933,14.543000000000001,4.655294400000001,True,9.888969190967163
988,13,1960,2540,0.0,368.58,1090.41,368.58,0.0,1639.31,0.0,767.98,114.84,1.0703,2.6017,0.387,95201.21,0.6652,0.14,1,,96.8,2000.0,294.2893,82302.66,82210.0,2163.02,0,0.85,0.0,0.0,2.42,0.0,343.83,47.1212,4.447636876661783,0.758,2996.2509726454896,12.286,22.414964440000002,True,13.355406848003124
989,13,1970,2634,,3677.18,6286.79,3677.18,0.0,18333.31,0.0,5705.49,581.3,1.1697,3.1289,0.4185,1037324.0,0.3429,280.86,1,"
						",2887.76,2021.0,282.3767,639261.56,629303.67,171972.3594,2,10.944,11.7147,0.0,34.8551,1.0593,330.7858,0.78,4.985698279659958,0.606,32412.34112584674,122.57266666666666,169.85082445999998,True,11.914078363372461
990,13,1990,2642,1.0,470.0,1057.55,470.0,0.0,1850.9,0.0,985.4,72.15,1.1274,3.5,0.4239,133164.0,0.5714,0.01,0,,150.0,1990.0,346.09,121151.39,121151.39,0.514,0,1.30859281603336,0.0,0.0,96.08,0.0,443.65,1.47,3.938085106382979,0.745,3496.192549892792,15.666666666666666,27.269299200000003,True,15.083472905073206
992,4,1983,2685,0.0,118.0,267.2,118.0,0.0,557.8,0.0,301.75,10.15,0.7252,3.3275,0.0757,342118.35,0.479,0.01,1,"
                        ",163.6,2017.0,108.18,508460.58,10382.04,0.0476,0,0.435818754388462,0.0,0.0,12.6,19.91,149.26,8.57,4.727118644067796,0.813,1013.123991591118,3.933333333333333,5.052064499999999,True,12.565794191466477
996,13,1934,2617,0.0,2094.39,3301.25,2094.39,304.61,11808.26,1902.66,2936.91,364.34,1.3423,3.8524,0.0484,544699.9,0.2796,124.91,1,"
						",1698.0,2022.0,239.9488,365047.38,359239.21,2936.667,1,0.64,1.9154,4.3407,47.7996,0.5988,297.4698,2.8664,5.63804258041721,0.715,20290.988003710245,69.813,106.91595418,True,10.535571371226583
997,13,1983,2759,0.0,462.33,1172.09,462.33,0.0,1913.57,0.0,862.43,88.1,1.2367,1.3353,0.5198,113952.33,0.6125,33.58,1,"
",193.0,2021.0,257.2013,88089.93,88080.57,3866.19,0,1.31,0.0,0.0,15.8056,0.0,275.35,2.3387,4.138969999783704,0.741,3563.766599921831,15.411,23.68414222,True,14.351396604252786
998,13,1800,2688,,747.96,2338.27,747.96,747.96,5280.32,5280.32,2100.14,324.14,0.9743,3.042,0.1189,385812.8,0.4428,73.83,1,"
						",112.62,2019.0,358.5613,205031.71,205023.01,0.0,0,0.6489,0.0,0.0,43.8162,0.0,403.5006,1.1231,7.0596288571581365,0.764,8679.2864834707,24.932000000000002,60.644005639999996,True,8.414040058178292
999,13,2012,2910,,1274.83,2498.05,1274.83,0.0,5250.0,0.0,2398.05,100.0,0.6801,1.4774,0.1576,412177.2,0.4758,18.78,2,"
						",819.61,2012.0,190.7363,201804.03,201800.12,0.0,0,0.9752,0.0,0.0,27.2435,1.8685,220.0295,0.1813,4.118196151643748,0.83,9769.54505357121,42.49433333333333,35.57307610000001,True,14.423790857142858
1000,4,1983,2617,0.0,376.96,1308.76,376.96,0.0,1630.27,0.0,1255.18,53.58,1.0799,3.6828,0.8179,215945.7,0.8028,13.39,1,"
						",86.71,2018.0,398.6725,99505.11,99487.56,0.0,0,0.48,0.0,0.0,44.6459,0.0,449.2803,5.962,4.324782470288625,0.662,3001.953262139548,12.565333333333333,31.055866119999997,True,13.734794849932833
1002,13,1969,3515,0.0,365.0,471.0,365.0,0.0,1468.8,0.0,418.08,49.92,0.6158,4.2278,0.166,105943.2,0.3207,0.02,0,,50.0,2017.0,183.24,51115.78,51115.78,1079.9053,0,0.92457648,0.0,0.0,0.0,0.0,183.24,0.0,4.024109589041096,0.764,2759.890933418286,12.166666666666666,9.3701088,True,14.761029411764707
1007,13,1900,2743,0.0,643.39,1429.58,643.39,0.0,3263.33,0.0,1360.51,69.07,1.4573,1.0745,0.2057,234706.63,0.4381,13.68,0,,85.4,2022.0,491.8855,239466.96,239464.43,9507.8546,0,1.0184,0.0,0.0,13.8971,0.0,508.3564,2.5738,5.0720869146241006,0.757,5757.840834387283,21.44633333333333,41.13773876,True,11.711155782590177
