,DPR412_classification,construction_year,degree_days,floors,net_area,heat_loss_surface,heated_usable_area,cooled_usable_area,heated_gross_volume,cooled_gross_volume,total_opaque_surface,total_glazed_surface,average_opaque_surface_transmittance,average_glazed_surface_transmittance,yie,Cm,surface_to_volume_ratio,Asol,system_type,energy_vectors_used,nominal_power,installation_year,EPh,QHnd,QHimp,total_effective_ventilation_flow,ventilation_type,air_changes,EPv,EPc,EPl,EPt,EPgl,EPw,Interfloor,system_performance,corridor,aereo,theoric_nominal_power,Area_check,air_changes_max
2575,8,1960,3122,,179.75,412.49,179.75,179.75,724.3,724.3,383.54,43.3,0.9854,1.2215,0.1412,106734.4,0.5695,10.61,1,"
						",34.13,2000.0,127.1632,17409.39,17409.39,0.0,0,0.3142,0.0,0.0,0.0,0.0,127.1632,0.0,4.029485396383866,0.762,1366.5834174294614,5.991666666666666,8.61662532,True,14.741336462791661
2577,13,1950,3354,1.0,291.47,826.84,291.47,0.0,1196.18,0.0,643.72,37.13,1.2177,1.3036,0.5835,61770.45,0.6912,8.87,1,"
",34.0,2019.0,333.8531,75778.06,75744.57,1841.43,0,0.99,0.0,0.0,9.9634,0.0,351.55,7.7322,4.103955810203451,0.778,2237.60713874844,9.715666666666667,16.64521024,True,14.473840057516428
2581,4,1964,2570,0.0,70.0,227.48,70.0,70.0,331.3,331.3,209.25,16.55,0.6184,2.9097,0.2795,36322.03,0.6866,0.06,1,,31.1,2018.0,189.13,10428.65,10425.49,100.531,0,0.448799076,0.0,11.31,135.52,0.0,338.5,2.55,4.732857142857143,0.787,607.3272535991141,2.3333333333333335,3.551114699999999,True,12.550558406278297
2582,4,1942,3259,1.0,135.02,304.72,135.02,0.0,570.85,0.0,231.75,16.62,0.7371,1.9658,0.1906,38423.91,0.5338,4.94,1,"
",27.9,2005.0,168.6422,14463.91,14456.17,349.06,0,0.52,0.0,0.0,50.2367,0.0,225.84,6.946,4.227892164123833,0.635,1065.8370098257049,4.500666666666667,4.06989042,True,14.049554173600772
2583,13,1979,2639,1.0,3150.0,5088.03,3150.0,0.0,13602.98,0.0,4837.14,250.89,2.5228,3.0753,1.1786,397256.09,0.374,110.95,0,,300.0,1990.0,512.6452,970564.16,969697.45,30618.0,0,3.18982024574264,13.4967,0.0,105.27,1.3651,635.1473,2.3703,4.318406349206349,0.6,24963.052583388704,105.0,259.49397618,True,13.75507425578807
2584,8,1980,2774,0.0,277.015,948.64,277.02,277.02,1365.87,1365.87,767.86,33.69,1.3376,2.8,0.4132,58500.01,0.6945,19.01,4,,41.8,2007.0,858.2407,178039.38,175225.36,9258.9351,0,9.5498,0.0,0.0,55.1769,0.0,1525.6357,612.2181,4.930582629413038,0.737,2435.0880269580057,9.234,22.428430719999998,True,12.047257791737136
2585,13,1960,2580,3.0,2574.53,4813.75,2574.53,0.0,13127.55,0.0,4311.27,502.48,1.2873,3.3522,0.1251,815938.2,0.3667,119.36,1,"
						",453.8,2016.0,222.975,448522.97,448506.21,0.0,0,0.64,0.0,0.0,38.7753,0.0,262.8815,1.1312,5.099008362691442,0.781,23086.866559971793,85.81766666666667,144.68622654000004,True,11.649323902784602
2586,4,1970,3299,1.0,353.01,1333.45,618.43,0.0,2448.01,0.0,1228.29,94.77,0.8444,1.9097,0.1121,146274.97,0.5447,0.01,19,,700.0,1994.0,281.22,138777.73,138777.73,0.3625,0,0.462629106566877,0.0,0.0,42.57,0.0,323.79,0.0,3.958426984460651,0.798,4613.423265449506,20.61433333333333,24.363006900000002,True,15.005960759964214
2588,5,1990,2714,2.0,364.23,938.48,364.23,202.38,1427.22,805.81,873.96,64.52,1.2498,3.0075,0.0967,187411.8,0.6576,31.44,1,"
						",34.24,2015.0,230.9492,51442.16,50750.97,0.0,0,0.5143,0.0,0.0,124.5572,35.8917,449.6819,58.2838,3.9184581171237953,0.603,2702.468630165325,12.141,25.726382159999996,True,15.159023836549377
2589,4,1800,2601,0.0,174.87,711.52,174.87,0.0,812.91,0.0,487.71,35.5,1.1915,3.5104,0.1635,44478.34,0.8753,9.47,0,"
						",32.4,2010.0,402.7154,42635.43,42627.13,249.32,0,0.48,0.0,0.0,0.0,0.0,410.4335,7.7182,4.648653285297649,0.605,1476.0331691582185,5.829,14.114513299999999,True,12.777894231833782
2590,13,1950,2592,1.0,174.4,829.5,174.4,0.0,714.0,0.0,808.04,21.46,1.4773,5.1664,0.0001,101130.5,1.1618,0.01,1,,34.0,2011.0,539.88,71559.18,71559.18,0.1354,0,1.0353497449872,0.0,0.0,0.0,0.0,539.88,0.0,4.094036697247707,0.76,1341.4728077661618,5.8133333333333335,26.09176872,True,14.508907563025211
2592,4,1980,2463,3.0,369.39,287.49,369.39,369.39,1240.67,1240.67,223.33,62.27,0.9464,2.8069,0.3795,16966.44,0.2317,0.04,0,,44.0,1980.0,73.99,21470.63,21470.63,527.7058,0,0.52910634247596,0.0,26.11,0.0,0.0,100.1,0.0,3.358699477516988,0.786,2463.2160209131716,12.312999999999999,7.722903500000001,True,17.68541675062668
2593,4,1890,2693,,348.83,937.29,348.83,0.0,1918.54,0.0,897.91,58.47,0.9256,2.9421,0.0326,238488.8,0.4885,24.16,1,"
						",69.6,2020.0,156.1575,36778.7,36762.11,0.0,0,0.3283,0.0,0.0,20.2323,0.0,184.6544,8.2645,5.499928331852192,0.675,3328.9993973986575,11.627666666666666,20.062601659999995,True,10.80014073201497
2594,11,1986,2740,0.0,858.08,3172.98,1124.21,0.0,8498.9,0.0,2912.34,510.24,2.1684,1.189,1.338,549318.7,0.3733,142.31,1,"
						",279.9,2023.0,497.291,392617.5,428080.5,6507.6626,2,1.0146,12.7849,0.0,54.7911,0.0,589.4658,24.5989,7.559886498074203,0.766,13785.977256393446,37.47366666666667,138.43586832,True,7.857260821988729
2595,4,1970,2463,0.0,46.85,134.83,46.85,0.0,184.88,0.0,129.91,4.93,1.2136,2.8508,0.1583,301352.2,0.7293,0.04,0,,325.0,2007.0,307.23,260883.54,10912.1,66.9293,0,0.502288652335432,0.0,0.0,0.0,0.0,307.23,0.0,3.9462113127001066,0.758,359.6720447908135,1.5616666666666668,3.4342643999999996,True,15.052412375594983
2596,4,1839,3085,2.0,1360.2,3477.81,1360.2,0.0,8057.06,0.0,3277.07,200.74,1.2046,4.0778,0.1058,742886.1,0.4316,88.38,0,"
						",362.18,1999.0,232.9974,215295.77,215228.39,0.0,0,1.0,0.0,0.0,37.1617,3.2604,281.2948,7.8753,5.9234377297456255,0.679,13702.344886832649,45.34,95.32272188,True,10.027960571225732
2597,13,1900,2559,0.0,695.17,2223.25,695.17,0.0,3996.74,0.0,1584.48,171.16,1.2066,4.212,0.1097,197429.3,0.5563,62.45,1,"
",111.0,2020.0,333.4377,185985.01,185869.42,5262.65,0,0.66,0.0,0.0,34.9485,0.0,378.09,9.6972,5.749298732684092,0.802,6849.7417721670445,23.17233333333333,52.65518975999999,True,10.3316948312875
2598,4,1995,2426,,125.03,310.76,125.03,96.65,655.55,557.95,294.92,18.72,0.7396,3.2069,0.2271,82380.16,0.474,3.45,1,"
						",32.0,2023.0,321.8304,31731.51,31725.85,0.0,0,0.5143,0.0,0.0968,20.8242,0.0,350.6169,7.8655,5.2431416460049585,0.788,1160.2098125349141,4.167666666666666,5.56312,True,11.329085500724585
2599,5,1930,2737,0.0,1476.3,2990.26,1476.3,1476.3,6356.99,6356.99,2799.18,280.63,1.2439,2.3094,0.1026,293544.2,0.4704,104.4,1,"
						",246.62,2020.0,136.4551,141096.07,140462.68,1139.6909,2,0.4659,23.933,28.9023,104.5003,4.4165,301.2626,3.0554,4.306028584975953,0.697,11681.832659398338,49.21,82.59973848,True,13.794613488459161
2600,7,1950,2951,0.0,225.47,784.67,225.47,0.0,1049.39,0.0,571.79,23.77,1.2367,2.914,0.17,80675.81,0.7477,0.04,1,"
						",33.7,2015.0,281.5815,50856.2,50856.2,330.9,0,0.5,0.0,0.0,24.2884,0.0,313.7,7.825,4.654233379163526,0.801,1900.7937854088088,7.515666666666666,15.52796946,True,12.762574448012654
2602,4,1970,2714,,435.0,1190.34,435.0,403.0,2000.0,1844.46,1094.73,119.66,0.9138,3.1209,0.5378,197330.1,0.5952,37.17,0,"
						",78.76,1997.0,262.9646,68919.26,67964.54,48.0,2,1.0286,4.0612,25.3243,61.8182,8.4047,370.6329,8.0598,4.597701149425287,0.594,3621.2737236033145,14.5,27.47622336,True,12.9195
2606,4,1990,2815,0.0,403.02,732.74,403.02,403.02,1683.01,1683.01,502.81,76.63,1.0424,2.7404,0.1023,98284.66,0.4354,0.06,0,,112.1,1998.0,250.1674,63377.62,63358.37,1865.25,2,1.06,145.9121,127.5144,866.5628,0.0,1400.3,10.1341,4.175996228475014,0.628,3128.1892289955026,13.434,14.682519919999999,True,14.22415077747607
2607,4,1978,2617,,4123.0,6200.42,4123.0,2949.0,16350.0,12115.83,5296.63,1903.24,2.0309,3.8406,0.7742,789155.8,0.3792,234.72,0,"
						",1000.0,2005.0,261.1597,876254.54,669814.23,24164.5371,2,5.9664,27.7649,47.3735,47.8547,10.4739,402.7163,8.0896,3.9655590589376666,0.622,30729.082723688436,137.43333333333334,361.33018822,True,14.978972477064222
2608,13,1966,2579,0.0,783.98,1577.16,783.98,0.0,3245.2,0.0,1399.43,177.73,1.839,3.171,1.424,261815.4,0.486,4.98,1,"
						",410.0,2005.0,301.2317,150595.14,150582.87,0.0,0,0.3099,0.0,0.0,0.0,0.0,302.7422,1.5106,4.139391311002831,0.638,6034.936158429132,26.13266666666667,62.742672000000006,True,14.349935905337116
2612,4,1950,2634,,1153.86,3366.68,1153.86,456.52,5536.76,2305.37,3119.2,247.48,1.1581,4.4861,0.2714,670170.6,0.6081,91.36,0,"
						",231.99,1990.0,261.7986,242671.88,242617.77,0.0,0,1.1395,0.0,6.4514,44.2437,0.0,320.6425,8.1488,4.798467751720313,0.803,9892.299744340433,38.461999999999996,94.45131095999999,True,12.378951589015958
2613,4,1980,2631,,183.41,1202.29,503.63,503.63,2061.83,2061.83,1124.84,110.53,1.4622,3.1653,0.4462,315760.6,0.5831,0.0,1,"
						",130.0,2009.0,297.3527,115401.16,115377.46,0.0,0,0.5021,0.0,0.0,68.5097,0.0,372.4674,6.605,4.093938010047058,0.77,3850.6347597665754,16.787666666666667,39.892033139999995,True,14.509257310253513
2614,4,1990,2493,-1.0,78.52,187.97,78.52,0.0,311.13,0.0,133.78,26.46,1.2445,3.8818,0.4902,18099.89,0.6041,6.43,4,"
",16.9,2023.0,130.086,6175.09,6171.81,191.43,0,0.48,0.0,0.0,36.773,0.0,174.11,7.2548,3.9624299541518084,0.604,596.5496154438507,2.6173333333333333,5.38403276,True,14.99080127277987
2615,13,1966,2628,0.0,9516.87,9881.05,9516.87,9516.87,34511.13,34511.13,9161.45,1245.6,1.738,2.5513,0.6644,3515391.0,0.2863,554.26,0,"
						",2139.4,1995.0,243.5286,1541626.16,1541626.16,0.0,0,1.2526,0.0,0.0,65.0555,0.4653,309.0495,0.0,3.6263109614820834,0.665,66608.7168398612,317.22900000000004,382.0099876,True,16.380283056509597
2616,13,1966,2782,0.0,911.64,1744.17,911.64,0.0,2970.39,0.0,1618.99,223.56,0.6536,2.1019,0.1134,516489.6,0.5872,74.75,31,"
						",521.0,2023.0,99.4641,65169.22,70538.32,3413.1802,1,1.248,0.8047,0.0,8.8286,2.0048,117.5947,6.4926,3.2582927471370278,0.778,5941.981389869317,30.387999999999998,30.56145256,True,18.230406108288815
2617,10,1986,2782,-1.0,113.35,212.36,113.35,0.0,446.31,0.0,145.84,42.81,1.088,3.9039,0.6521,18258.65,0.4758,0.14,0,,24.0,1989.0,135.6539,9762.53,9698.22,1409.64,0,0.71,0.0,0.0,0.0547,0.0,160.63,24.9236,3.937450374944861,0.631,852.0446767062299,3.7783333333333333,6.515997580000001,True,15.085904416212946
2620,4,1750,2991,,248.21,1663.93,738.95,738.95,3663.47,3663.47,1546.99,116.94,1.4104,2.0049,0.1983,372608.4,0.4542,69.33,19,"
						",103.52,2015.0,354.5472,151094.64,151058.68,0.0,0,0.5475,0.0,0.0,0.0,0.0,358.4785,3.9313,4.957669666418567,0.577,6497.693861712434,24.631666666666668,48.32655404000001,True,11.981435633429513
2621,13,1980,2687,0.0,10409.72,25582.12,10409.72,4748.45,42947.42,19781.56,23924.87,1657.25,0.815,3.3341,0.1924,5016937.0,0.5957,748.25,31,"
						",9139.09,2000.0,266.328,1954218.15,1855038.2,42368.7812,1,3.4105,0.0,0.0,56.0535,0.0,322.552,0.1704,4.1257036692629585,0.669,79789.6493590698,346.99066666666664,500.48412549999995,True,14.397543973537873
2623,4,1960,2542,,2170.56,2914.4,2170.56,0.0,7888.32,0.0,2584.19,731.07,1.3107,4.4141,0.4389,774906.0,0.3695,289.53,1,"
						",305.2,2019.0,171.851,280562.96,280109.62,0.0,0,0.4758,0.0,0.0,57.4702,3.3311,235.9192,3.2669,3.634232640424591,0.751,15223.129674665459,72.352,132.28227840000002,True,16.344578313253013
2626,13,1900,2426,,375.17,4202.28,2211.53,2211.53,13776.24,13776.24,3672.97,677.98,0.8742,4.4341,0.0647,1295064.0,0.305,249.34,1,"
						",320.99,2022.0,211.9006,366027.26,365856.76,0.0,0,0.9246,0.0,0.0,12.5491,0.0,224.8194,0.3697,6.2292801815937375,0.781,23170.08435217269,73.71766666666667,124.34282984,True,9.535612184456717
2630,13,2000,2666,,983.77,2313.23,983.77,0.0,3849.78,0.0,2166.31,179.94,0.538,2.1868,0.2722,456264.6,0.6009,51.84,1,"
						",162.8,2010.0,141.4906,104104.12,103661.43,0.0,0,0.9702,0.0,0.0,59.2317,3.9203,216.4691,11.8264,3.913292741189506,0.745,7272.468482874732,32.79233333333333,31.179351439999998,True,15.179033087605006
2632,13,1942,2693,0.0,1263.787,3192.28,1263.79,0.0,5490.77,0.0,2509.48,246.7,1.2184,2.8,0.1081,24943252.95,0.5814,142.39,0,,325.0,1992.0,293.3864,256294.61,256276.2,10603.9438,0,1.1089,0.0,0.0,71.0594,0.0,366.6182,2.1724,4.3446854303325715,0.691,10067.373978771619,42.126333333333335,74.96620863999999,True,13.671875893544986
2633,4,1967,2617,0.0,1596.57,2457.36,1596.57,0.0,7265.53,0.0,2199.53,549.43,1.053,3.3795,0.2136,526034.2,0.3382,38.04,1,"
						",339.12,2016.0,181.0651,225120.94,224362.58,0.0,0,0.8229,0.0,0.0,38.9869,0.0,224.0714,4.0194,4.550711838503792,0.776,13154.07221303489,53.219,83.45807549999999,True,13.052902954085939
2634,6,1987,2802,0.0,386.69,854.95,386.69,386.69,1528.36,1528.36,788.41,66.54,1.0317,3.7055,0.1498,176510.6,0.5594,22.55,2,"
						",458.82,2004.0,199.818,45713.51,45603.67,0.0,0,0.345,0.0,0.0,46.5595,0.0,249.6288,3.2513,3.952416664511624,0.59,2886.000118210589,12.889666666666667,21.199331339999997,True,15.028779868617342
2636,13,1990,2666,,582.6101,2243.39,582.61,0.0,2485.53,0.0,2083.7,159.69,0.8123,3.116,0.3575,309334.0,0.9026,57.1,1,"
						",547.12,2017.0,297.9014,125301.83,124567.05,12682.7432,2,0.64,0.0,0.0,33.3899,0.0,365.6464,34.355,4.2661986577642,0.718,4586.902084345386,19.420333333333335,43.803670999999994,True,13.92340225223594
2637,13,1968,2617,,4698.09,6596.0,4698.09,128.21,17556.89,460.58,5609.51,986.49,1.2882,2.7287,0.305,1718983.0,0.3757,435.11,19,"
						",1403.0,2008.0,193.8445,717395.73,717367.89,0.0,0,1.049,0.0,0.8046,49.2254,113.9722,358.8763,1.0297,3.7370271748731927,0.788,33581.38309702849,156.603,198.3601209,True,15.894987437980191
2642,13,1920,2722,0.0,183.81,703.67,183.81,0.0,930.47,0.0,673.38,28.09,0.9794,1.6392,0.1227,115690.94,0.7563,0.02,1,,30.63,2012.0,404.14,56130.35,56091.03,675.7443,0,0.976645686686828,0.0,0.0,95.39,0.0,516.4,16.87,5.062129372721833,0.755,1653.355612924367,6.127,14.11107,True,11.734192397390569
2644,13,1972,2617,0.0,4657.63,8201.13,4657.63,0.0,22536.22,0.0,7170.29,1615.54,0.5465,1.3222,0.0187,2392198.0,0.3639,232.09,19,"
						",595.0,1999.0,116.3352,507747.1,507728.48,0.0,0,1.4525,0.0,0.0,13.2993,0.0,130.3292,0.6947,4.838559524908591,0.937,40136.28784911737,155.25433333333334,121.09260945999998,True,12.276380954747513
2645,4,1990,2463,0.0,59.914,280.55,59.91,0.0,252.72,0.0,202.45,11.85,1.578,3.1,0.3126,17658.11,1.1101,5.7,1,,23.1,1990.0,634.5323,26628.62,26625.69,457.0091,0,2.7438,0.0,0.0,48.8759,0.0,696.0345,12.6264,4.218327491236855,0.7,479.18777317138495,1.9969999999999999,7.124022,True,14.081410256410257
2646,8,1940,2971,0.0,157.91,506.39,157.91,0.0,783.74,0.0,354.72,21.42,1.3395,3.139,0.23,87920.13,0.65,0.0,0,"
						",25.6,2003.0,717.4742,101861.8,101861.8,260.14,0,0.5,0.0,0.0,60.4953,0.0,877.24,99.2686,4.963206890000634,0.899,1401.402566406436,5.2636666666666665,10.8476964,True,11.968068492101974
2647,13,1970,3012,1.0,1063.74,5221.24,4048.13,0.0,17251.66,0.0,4359.26,1014.77,0.8783,1.1529,0.2688,1324894.0,0.3027,85.82,19,"
						",400.0,2021.0,70.1109,335728.0,313919.1,0.0,0,0.3883,0.0,0.0,84.7879,1.1672,200.3333,44.2674,4.261636854547655,1.106,31770.256150873724,134.93766666666667,99.97332782,True,13.938306342693979
2648,13,2017,2874,0.0,110.25,257.28,110.25,0.0,430.58,0.0,238.46,18.82,0.3057,2.3148,0.0818,64635.45,0.5975,1.73,1,"
						",29.63,2017.0,73.6087,6206.34,6206.15,0.0,0,0.3712,0.0,0.0,0.0,0.0,73.7137,0.105,3.905487528344671,0.765,824.2708036703052,3.675,2.32923516,True,15.209368758418877
2649,13,2009,2904,0.0,1075.44,2928.68,1075.44,0.0,4327.38,0.0,2732.87,195.81,1.2278,3.0543,0.1782,285153.18,0.6768,0.02,0,,130.0,2022.0,355.35,291789.79,291789.79,4529.7413,0,1.31610361529089,0.0,0.0,59.75,0.0,415.1,0.0,4.0238228074090605,0.764,8107.863096329205,35.848,79.06960538000001,True,14.762081444199493
2650,13,2023,2646,0.0,2074.88,4737.96,2245.27,0.0,9464.96,0.0,4291.78,446.18,0.2029,1.3075,0.0391,349516.6,0.5006,70.92,19,"
						",300.0,2023.0,57.0362,162465.54,112742.84,16969.3887,2,8.0,21.7484,0.0,20.5814,0.658,101.7433,1.7193,4.21551082943254,0.88,17488.642268922402,74.84233333333333,29.083650239999994,True,14.090818978632768
2651,13,1980,2751,2.0,3367.55,7806.93,3367.55,138.42,16160.16,505.57,7483.34,323.59,1.0156,3.3796,0.2287,1288142.0,0.4831,122.74,1,"
						",823.8,2011.0,187.3128,439855.44,439832.41,0.0,0,1.802,0.0,1.07,45.7377,525.4895,760.0004,0.3904,4.7987884366973015,0.697,28844.582179263576,112.25166666666668,173.87369736,True,12.37812435025396
2652,4,1980,2885,0.0,1035.05,2050.02,1035.05,0.0,4561.2,0.0,1771.11,278.92,1.035,1.744,0.2123,339559.03,0.4494,0.03,1,,160.0,1997.0,192.64,191525.21,151080.89,1522.8848,0,0.4462655547078,0.0,0.0,98.38,0.0,291.02,0.0,4.406743635573161,0.758,8333.416742534626,34.501666666666665,46.39070659999999,True,13.479340962904498
2654,5,1990,4100,,918.77,1939.9,918.77,510.39,3429.13,1866.03,1840.88,99.02,0.6918,2.8994,0.5433,363286.5,0.5657,26.11,1,"
						",272.0,2019.0,185.555,130818.25,119761.1,891.4668,2,0.64,2.6823,10.3175,104.0694,0.0,311.7751,9.1508,3.7323051470988386,0.702,6570.4774580769545,30.625666666666667,31.21238744,True,15.915097415379412
2657,13,1987,2478,0.0,165.18,637.69,165.18,91.71,776.66,431.21,578.22,59.47,0.6185,4.5854,0.1723,45245.34,0.8211,7.03,1,"
						",30.73,2014.0,384.0369,47340.36,46997.39,26.0366,1,0.9311,0.77,3.5383,29.4535,0.0,431.1088,13.31,4.701900956532268,0.741,1406.902136978124,5.506,12.606456160000002,True,12.633188267710453
2659,4,1900,2559,0.0,960.45,1833.27,960.45,0.0,4574.88,0.0,1757.05,76.22,1.1806,3.429,0.0413,365805.2,0.4007,24.37,0,"
						",52.15,2005.0,167.731,117615.52,117375.92,0.0,0,0.3719,0.0,0.0,63.8385,0.0,241.3548,9.7854,4.7632672184913325,0.729,8191.38212723687,32.015,46.714632200000004,True,12.470432011331447
2661,5,2004,2975,0.0,3052.515,6497.05,3052.52,0.0,12588.43,0.0,6239.64,251.57,1.3427,2.2076,0.4806,1075651.54,0.5161,139.33,1,,424.35,2012.0,308.559,850801.88,847525.36,16594.718,0,2.308,0.0,0.0,66.1219,1.6478,410.1884,33.8597,4.123946771847523,0.9,23398.907034113996,101.75066666666666,178.6666112,True,14.403677662742693
2664,13,1990,2580,,912.4301,2755.34,912.43,0.0,3687.13,0.0,2612.84,180.92,0.684,3.396,0.6211,454636.9,0.7473,30.46,1,"
						",97.83,2016.0,265.623,155128.46,154313.32,0.0,0,0.9187,0.0,0.0,37.4409,0.0,323.7015,20.6375,4.04100040551056,0.637,6901.691450828935,30.41433333333333,48.03173760000001,True,14.699330373488323
2665,8,1970,2577,0.0,103.6,468.84,103.6,15.68,461.88,66.53,609.2,19.93,1.2682,2.702,0.8031,33902.38,1.0151,0.03,0,"
      ",21.62,2000.0,519.8836,50048.76,54963.04,0.16,0,5.23,0.0,0.0,54.4448,0.0,1017.0198,260.3493,4.4583011583011585,1.02,853.2800197539733,3.453333333333333,16.528766,True,13.323460639127044
2666,8,1970,2617,0.0,119.38,223.4,119.38,0.0,555.75,0.0,338.78,43.8,1.3477,2.0,0.3675,24278.84,0.402,24.31,19,,20.0,2000.0,385.7192,32305.0,32155.58,949.9,0,2.0,0.0,0.0,0.0,0.0,623.2911,237.5719,4.655302395711175,0.698,1013.1598606755056,3.9793333333333334,10.883476119999997,True,12.759643724696355
2667,4,1850,3865,0.0,368.198,1201.71,368.2,0.0,1660.7,0.0,1140.95,34.53,1.7816,3.8275,0.259,119958.42,0.7236,18.83,0,,56.2,1990.0,667.7505,177629.94,177615.54,1006.0642,0,1.2011,0.0,0.0,0.0,0.0,671.2032,3.4528,4.510320478001087,0.722,3024.1371629843907,12.273333333333333,43.297601900000004,True,13.169795869211777
2668,4,1950,2721,,338.47,1077.3,404.12,0.0,2197.5,0.0,1015.62,61.68,0.6271,1.4136,0.0,416417.7,0.4902,26.49,0,"
						",52.15,2023.0,116.169,35519.63,35500.61,0.0,0,0.32,0.0,0.0,25.3847,0.0,149.732,8.1783,5.437741264970801,0.756,3820.3402005390985,13.470666666666666,14.481723,True,10.923653242320821
2672,4,1950,2808,0.0,215.13,764.72,388.3,0.0,1554.41,0.0,600.65,50.59,1.147,1.5114,0.2023,51201.11,0.492,11.48,1,"
",40.7,2020.0,208.5109,58838.44,58838.44,1240.43,0,0.48,0.0,0.0,0.0,0.0,208.51,0.0,4.003116147308782,0.727,2924.36764301557,12.943333333333333,15.30814552,True,14.838440308541506
2673,13,1930,2617,0.0,1543.21,2431.15,1543.21,0.0,6404.73,0.0,2227.15,197.46,1.3974,1.4803,0.299,572388.53,0.3796,0.01,0,,321.6,2007.0,265.42,275550.18,275550.18,5961.7154,0,1.15664410545782,0.0,0.0,38.05,1.11,305.12,0.54,4.150264707978823,0.673,11889.731026682073,51.440333333333335,68.09038896,True,14.312340098645846
2674,4,1980,2628,0.0,2686.74,3727.62,2686.74,2686.74,10135.67,10135.67,3217.12,728.85,1.4593,1.7392,0.3378,615061.6,0.3678,179.67,1,"
						",313.0,2018.0,135.4076,298639.6,296791.38,0.0,0,0.522,0.0,0.0,45.7819,1.7153,188.0737,5.1689,3.7724789149675817,0.816,19336.400382481334,89.55799999999999,119.24718272,True,15.74561484341933
2676,13,1975,2615,0.0,559.15,1767.03,559.15,559.15,2487.55,2487.55,1648.49,118.54,1.1347,2.7951,0.2116,291561.3,0.7103,12.52,31,"
						",188.0,2005.0,437.9627,157713.46,157219.85,0.0,0,1.1312,0.0,0.0,26.2929,0.0,467.7021,3.4465,4.4488062237324515,0.642,4539.404170609182,18.638333333333332,44.037455140000006,True,13.351896444292574
2677,13,2010,2598,0.0,491.34,1534.45,491.34,491.34,2595.72,2595.72,1196.57,152.85,0.1646,1.7022,0.14,168694.75,0.5911,0.13,5,"
						",61.8,2012.0,65.9256,21445.75,21445.75,879.5,0,0.5,0.0,112.3068,14.6785,0.0,204.16,11.2365,5.28294052997924,0.662,4539.474402985286,16.378,9.142733839999998,True,11.243738153575888
2679,8,1900,2879,1.0,127.33,340.4,127.33,127.33,578.5,578.5,321.26,16.14,1.4281,3.8156,0.1001,78753.74,0.5884,0.05,5,,33.5,2011.0,395.99,43393.91,43393.9,976.5183,0,2.35969333966713,0.0,0.0,135.52,0.0,531.51,0.0,4.543312652163669,0.861,1060.3514108247082,4.2443333333333335,10.407503799999999,True,13.074160760587727
2680,13,1970,2939,,1070.46,2852.15,1070.46,0.0,4767.97,0.0,2633.21,225.98,0.9602,2.873,0.493,575269.4,0.5982,101.94,1,"
						",647.51,2018.0,266.846,200556.34,200395.53,0.0,0,0.6688,0.0,0.0,37.5025,2.7057,329.3783,22.3241,4.454131868542496,0.702,8685.83665917152,35.682,63.55297564000001,True,13.335932063330937
2684,4,1806,2660,0.0,431.25,968.23,431.25,431.25,1925.84,1925.84,666.47,77.45,1.434,2.6402,0.1335,119021.71,0.5028,25.15,0,"
",156.6,2019.0,272.4323,69186.82,69165.91,1054.53,0,0.48,0.0,7.2041,0.2245,0.0,309.36,29.4957,4.465715942028985,0.589,3513.8873028648463,14.375,23.2040294,True,13.301338636646866
2685,13,1973,2633,,1159.03,4956.96,2762.11,0.0,14534.16,0.0,4395.74,829.37,0.9534,1.7277,0.2711,1417657.0,0.3411,177.86,0,"
						",731.05,2000.0,231.4498,417884.23,417874.63,0.0,0,0.8661,0.0,0.0,33.9427,0.0,265.9965,0.604,5.261977256517662,0.654,25368.53174572304,92.07033333333334,112.4760213,True,11.288532257798181
2686,12,2019,2509,1.0,164.14,558.53,164.14,0.0,1079.81,0.0,1089.87,22.6,0.3731,1.8198,0.1214,72135.11,0.5173,0.03,1,,30.0,2020.0,574.01,72947.88,72947.88,3056.2522,0,3.44000000000001,0.0,0.0,0.0,0.0,574.01,0.0,6.578591446326307,0.774,1814.4829061219248,5.471333333333333,8.955159539999999,True,9.029288485937341
2687,4,1800,2808,,509.87,1004.01,509.87,509.87,2201.14,2201.14,933.05,70.96,0.7345,1.028,0.0262,327787.8,0.4561,53.57,1,"
						",82.33,2023.0,68.0599,28250.75,28226.75,0.0,0,0.3648,0.0,0.0,51.3651,0.0,133.0555,13.6305,4.317061211681409,0.813,4050.5466099916334,16.99566666666667,15.1654421,True,13.75936014974059
2688,4,1982,3206,0.0,222.93,1055.0,482.82,0.0,2180.62,0.0,944.94,110.06,0.4296,0.8599,0.0256,156740.54,0.4838,0.04,1,,50.0,2020.0,67.46,28502.27,28502.26,764.9703,0,0.50115584472533,0.0,0.0,52.89,0.0,120.35,0.0,4.516424340333872,0.875,3965.281211005498,16.094,10.01173636,True,13.151997138428522
2689,4,1800,2808,,49.16,120.1,49.16,49.16,224.51,224.51,114.58,5.52,0.6597,3.1374,0.026,30751.86,0.535,2.83,1,"
						",82.33,2023.0,121.5212,4819.17,4816.86,0.0,0,0.3648,0.0,0.0,79.0374,0.0,206.4727,5.9141,4.566924328722539,0.806,419.37023035050873,1.6386666666666665,1.8581374800000001,True,13.006565409113179
